experiment,epoch,train_loss,selection_score,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
exp_posw_5,9,0.6335231688276824,0.39951254189093127,0.8257551200825107,0.2948362437233006,0.6194300110218863,0.39951254189093127,0.8373590708288231
exp_posw_5,10,0.6328237415419257,0.40288907633909743,0.8331221452777369,0.3028453673614964,0.6016375373956857,0.40288907633909743,0.8375527619253897
exp_posw_5,11,0.6325638677942926,0.40328691105063763,0.8352291144835715,0.3050040355125101,0.5950244056054165,0.40328691105063763,0.8374720582616184
exp_posw_5,12,0.631949885740804,0.39972110164848845,0.8224104906438781,0.29232226107226106,0.6318689970083451,0.39972110164848845,0.8372397704839656
exp_posw_15,1,1.1351803302379726,0.3190857142857143,0.6488581110947399,0.194910817131488,0.8792316170681782,0.3190857142857143,0.8365854121299731
exp_posw_15,2,1.1075807812718468,0.32208472849031883,0.6569471047590982,0.19757805243980853,0.8708864745709337,0.32208472849031883,0.8372660216019737
exp_posw_15,3,1.1035980437799493,0.32605032078762974,0.664137321349639,0.200713453698311,0.8682097307510628,0.32605032078762974,0.8374312540448933
exp_posw_15,4,1.1014399951224565,0.3206600126925518,0.6530131133048475,0.19629171817058097,0.8751377735789639,0.3206600126925518,0.837746238027181
exp_posw_15,5,1.0987900865289815,0.31630581867388363,0.64266980993075,0.19264448336252188,0.8833254605573926,0.31630581867388363,0.8375448711052446
exp_posw_15,6,1.098038504793879,0.31594928167786557,0.6415058199499042,0.19231295776576082,0.8847425602267359,0.31594928167786557,0.8375795428519512
exp_posw_15,7,1.0966058077835306,0.32595931439416403,0.6650950346250184,0.20079646341017865,0.865375531412376,0.32595931439416403,0.8371026562862991
exp_posw_15,8,1.0952136607085368,0.3253478273712817,0.6634890231324592,0.20023998254672387,0.8671075421193513,0.3253478273712817,0.8374750937830885
